,index,rsq_adj,log_int_val,slope_pval,log_slope_pval,log_rsq,log_rsq_adj,log_slope_val,rsq,int_val,log_int_pval,int_pval,slope_val,subj_id
98,(wfpt.52),-3.791238842421052e-06,1.233016596688561,0.6786753640973906,0.007144251018509014,3.3119450740914935e-05,2.854271287067167e-05,0.005479178514568413,7.854584936906051e-07,0.48993167875128,0.0,0.0,0.0008489707181810132,s179
99,(wfpt.53),-4.585260736655883e-06,1.2949246280622193,0.9836041501626658,0.07111060498552645,1.4949488603810401e-05,1.0359853758190596e-05,-0.0036906909908974153,1.9373020965218757e-09,0.7071863115199359,0.0,0.0,-4.111685903095304e-05,s180
100,(wfpt.54),1.0038083194663372e-06,1.2944501331547742,0.2696903470033504,0.7674815782215524,4.0206661466868354e-07,-4.197112881909604e-06,-0.0005729683924667146,5.60152599260455e-06,0.7023566436587338,0.0,0.0,0.0021678355061454948,s182
101,(wfpt.55),0.0014515487183437426,1.2913059038696681,2.2560745432590875e-71,1.0532732452432474e-24,0.0004807430754898423,0.00047617843532477,0.02087236470707033,0.001456108321133076,0.7416201964343903,0.0,0.0,0.033366529133400935,s184
102,(wfpt.56),-4.471399925876085e-06,1.3270766229158826,0.7818697801415608,0.08198580061656714,1.4679056160815662e-05,9.826666464873846e-06,-0.0036233936106566623,3.712601905903057e-07,0.8654821175339058,0.0,0.0,-0.0005365589838370082,s187
103,(wfpt.57),-4.53848341575025e-06,1.2671032849845147,0.9686692198715985,0.04091522590770101,1.9000283376313654e-05,1.4454295288346408e-05,-0.004195673700570149,7.012420422114474e-09,0.5714013451055066,0.0,0.0,8.019859489290151e-05,s190
104,(wfpt.58),0.0035723144037502763,1.2455914183107433,4.606039630335139e-173,6.083696755090342e-60,0.0012141119673089174,0.001209561606992482,0.03553876059541001,0.003576853958306647,0.6184671577989065,0.0,0.0,0.05789364158654227,s192
105,(wfpt.59),0.00010355554645669063,1.1759135791731017,1.2335024720629866e-06,3.2241604594854893e-20,0.00039247103815454043,0.00038784630867338965,0.014088001387357453,0.00010815279262543775,0.41233596609955325,0.0,0.0,0.0077533225740496845,s196
106,(wfpt.6),-1.455244397208233e-06,1.2267695538447578,0.40913916457066113,0.1876871692288975,7.927057433576579e-06,3.359965995430869e-06,0.002678586305192014,3.110993143651264e-06,0.4884918173949618,0.0,0.0,-0.0017053449398289175,s015
107,(wfpt.60),0.00016053751540079375,1.3141506215709353,1.6737814057909848e-09,0.07097068847936244,1.482287168097507e-05,1.0276616590698673e-05,0.0038359081191554185,0.000165082260888183,0.7772483972916352,0.0,0.0,0.01186424259283586,s198
108,(wfpt.61),2.0101488247048493e-05,1.2327496535372804,0.019880959438828404,1.3730820800966792e-05,8.596487566703281e-05,8.141815851936407e-05,0.009243214513172178,2.4646872082922933e-05,0.537401005571253,0.0,0.0,0.004873560560140951,s205
109,(wfpt.62),-7.713313543433742e-08,1.2308002787637575,0.32137688064537706,0.04152733668133394,1.9243366194299227e-05,1.4611338083558856e-05,0.0037188575685755607,4.552518284905993e-06,0.4927348667456535,0.0,0.0,-0.0017968451085088987,s206
110,(wfpt.63),0.0003335612851205205,1.2670111125467085,6.395447128029094e-18,0.0005448911559698304,5.434237978951817e-05,4.979708961327933e-05,0.008069290030011458,0.0003381052441326915,0.5966300593915957,0.0,0.0,0.01838191028909719,s207
