,index,log_rsq_adj,slope_val,log_rsq,log_slope_val,log_int_val,log_int_pval,slope_pval,log_slope_pval,rsq_adj,int_val,int_pval,rsq,subj_id
112,(wfpt.65),0.0005819455532029005,0.02922372552289723,0.0006032102195671074,0.02442726279141974,1.2876273277750496,0.0,2.5143095571391238e-11,1.008331130408197e-07,0.0009256349624071625,0.7301650248555256,0.0,0.000946892316075143,s212
113,(wfpt.66),0.0006314960370248368,0.04216471623615831,0.0006523175155331851,0.027766347579260584,1.2684857637612406,0.0,3.1176033412554982e-21,2.1898057518447602e-08,0.001841466093453814,0.684273922867938,0.0,0.0018622614961476547,s216
114,(wfpt.67),0.00011333960690362854,-0.013526207394550818,0.00013531803615574045,-0.013006200512756878,1.3147583973873607,0.0,0.003580699819513527,0.01309394840959843,0.00016450333806339312,0.7095611498373244,0.0,0.00018647822754791488,s218
115,(wfpt.68),0.024604735743095407,0.14455930568247305,0.024625270812554945,0.13847701978806903,1.1142620904093534,0.0,2.411642364575026e-272,1.5903257243890003e-259,0.025815302623246383,0.5549274686330976,0.0,0.025835812206550846,s226
116,(wfpt.69),0.00014613658407580665,0.026568915727742268,0.0001681138093405643,0.01229616970208608,1.3123810495192842,0.0,2.158541721352537e-10,0.005681234939521986,0.0008637980426092762,0.786088856823919,0.0,0.0008857575626416425,s233
117,(wfpt.7),0.0038755068124851633,0.0934257123002932,0.0038964791790173647,0.06951570426541913,1.2209180426366735,0.0,3.744246131029295e-88,3.166957802795609e-42,0.008285419772508407,0.6610697181323185,0.0,0.008306298413747859,s017
118,(wfpt.70),0.007943306895193514,0.11018901415843116,0.007964192738960874,0.10287424833736314,1.1663374333184575,0.0,1.5081620392345806e-119,1.3800334029100378e-84,0.011293100685658697,0.6015104135363278,0.0,0.011313916005966873,s237
119,(wfpt.71),2.5374437348735235e-05,-0.008039479639094651,4.688111804307393e-05,-0.008194625689848497,1.3387808758047148,0.0,0.09815552768794182,0.13983579053576067,3.73191910865156e-05,0.8044274671363563,0.0,5.8824227341158775e-05,s238
120,(wfpt.72),0.0017330277179489206,0.05972808411717612,0.0017538253798226044,0.05406252771847517,1.2616673971951884,0.0,3.982512137064108e-39,4.3531195093898733e-20,0.0035403967981384454,0.7658371186762394,0.0,0.0035611568057052345,s244
121,(wfpt.73),0.033250456460693356,0.1549872766798429,0.033270597495788534,0.1581957545570134,1.0878259979870846,0.0,0.0,0.0,0.03216767119412334,0.543603578292618,0.0,0.03218783478771492,s254
122,(wfpt.74),-3.466421504061401e-06,-0.003295346495277224,1.781341733197994e-05,0.003643571747374451,1.244261791516906,0.0,0.42842918051488266,0.3602313200396591,-7.934513061691462e-06,0.5409733825825466,0.0,1.3342704209162726e-05,s259
123,(wfpt.75),-1.599379955297131e-05,0.016405217094937134,6.2302596909313834e-06,-0.0028230185201799513,1.3353401199988633,0.0,0.0006115152343565272,0.5964820421827772,0.00023866512264625328,0.8082507670144858,0.0,0.0002608825349194044,s262
124,(wfpt.76),0.001774789560957113,0.046571557085658764,0.0017958083685550852,0.03473361616910197,1.2828085150178954,0.0,5.399812735761443e-41,2.486374205133724e-20,0.0037570165168370195,0.7604494969582154,0.0,0.0037779904948889165,s265
125,(wfpt.77),-1.7398812703905975e-05,-0.0017553216147359755,3.4413956698786663e-06,0.0017605643451112114,1.2620914125727476,0.0,0.6832989524275994,0.684476258223404,-1.73665398754963e-05,0.5926240646317892,0.0,3.467589304917418e-06,s269
126,(wfpt.78),0.0025727641423299863,0.06494481218397463,0.0025935443093304533,0.05711133783533209,1.2581726557142927,0.0,3.190342656511612e-48,6.085429379770135e-29,0.004405211160804945,0.7529797178705011,0.0,0.004425953151030448,s273
127,(wfpt.79),0.00023094534582335235,-0.013557143248519492,0.0002519971041493596,-0.017018033164618196,1.2651569391202264,0.0,0.004483881633189722,0.000541009592839735,0.00014897966945170982,0.559024756652624,0.0,0.0001700296077732366,s275
128,(wfpt.8),9.737982088153796e-05,0.01493215391937168,0.00011821155946301065,0.011531180788386067,1.2623791211401798,0.0,0.0007913305813559594,0.01721624063281147,0.0002137690790068314,0.5849302054401913,0.0,0.0002345983927616313,s026
129,(wfpt.80),2.7914595874589665e-05,0.005057740238750333,4.874778167840432e-05,0.006716339438235446,1.2204325709961408,0.0,0.24060179659866385,0.12610342169746916,7.856323592569936e-06,0.4378414491011048,0.0,2.8689927285774353e-05,s277
130,(wfpt.81),0.0009285496503791402,0.057729512925281945,0.0009505077472680146,0.04161915117985455,1.2733151602648334,0.0,7.774305860471334e-30,4.777431962421444e-11,0.0028034467210465985,0.7468223075331859,0.0,0.002825363610500786,s284
131,(wfpt.82),0.008920757032637727,0.11272043602242386,0.00894162229807427,0.1095213680007595,1.2190454564210351,0.0,1.7278102943551064e-168,8.864744126709398e-95,0.0159663320736243,0.8364157878249596,0.0,0.015987049008042487,s285
132,(wfpt.83),8.873276936660623e-06,0.015815638905872016,2.970685944292395e-05,0.008061937742360296,1.3057371074681177,0.0,0.004644029741735061,0.2324386312545478,0.00014610351780275366,0.7397103940441127,0.0,0.00016693424128610967,s286
