,index,log_slope_val,slope_val,log_slope_pval,log_rsq_adj,rsq,slope_pval,int_pval,rsq_adj,log_int_val,int_val,log_rsq,log_int_pval,subj_id
111,(wfpt.7),0.06606517553130761,0.07252882746074976,2.015802329320417e-113,0.002437568197401929,0.0037978760067901574,2.2360209043343732e-175,0.0,0.0037931208199912803,1.1833132024473525,0.5176319685733193,0.0024423298546499828,0.0,s017
112,(wfpt.70),0.025065658322195747,0.025821625544178897,1.1644683150352023e-16,0.00032218612033529936,0.0004597657588061299,8.606273914861197e-23,0.0,0.0004550059980739096,1.2542458179803404,0.6086052359258074,0.0003269465135461447,0.0,s237
113,(wfpt.71),0.0007905914596342766,0.0006191904786565052,0.7290777294663873,-4.3034113752504766e-06,3.709559626141612e-07,0.782988832422296,0.0,-4.5190655977300764e-06,1.2192619159978784,0.42357670421015886,5.866091303818877e-07,0.0,s238
114,(wfpt.72),-0.0049322057575818395,-0.003665985873230059,0.12952718236660285,6.241242668347802e-06,8.566196072923304e-06,0.18193397021230698,0.0,3.758498721029291e-06,1.2886655331119572,0.6168877957042023,1.104892808390101e-05,0.0,s244
115,(wfpt.73),0.017935149633110603,0.008590557102901021,9.30738878522704e-17,0.00033219775948345465,3.351589786881881e-05,0.00867982190980144,0.0,2.8649833556215754e-05,1.1910928514384802,0.367795271940048,0.00033707421157469497,0.0,s254
116,(wfpt.74),-0.0025503354516260048,-0.0026787606634258035,0.2559541207315161,1.3834156437075862e-06,7.011392357592072e-06,0.2249705539452362,0.0,2.249475631654896e-06,1.2273326956552946,0.4200606463189286,6.14533649367921e-06,0.0,s259
117,(wfpt.75),-0.003671837030441938,-0.0034043747728072903,0.41691253605434864,-1.6237985116518416e-06,4.065448839463137e-06,0.35549763398998957,0.0,-6.964819148080892e-07,1.3090621909432794,0.6912478918286734,3.138136658531465e-06,0.0,s262
118,(wfpt.76),-0.010993742996025754,-0.010512081469105119,0.00029642596278494585,5.785953892600837e-05,6.567381372901693e-05,0.0002114933322077432,0.0,6.08893931786092e-05,1.2590920058831012,0.49013057843569985,6.264397397337529e-05,0.0,s265
119,(wfpt.77),0.004243166131134705,0.003817296145746905,0.13799817477196794,6.1076693024242346e-06,1.0431283990808282e-05,0.15223299346710162,0.0,5.342226754967427e-06,1.225982839960745,0.43750057101284734,1.1196722642936585e-05,0.0,s269
120,(wfpt.78),0.0007386189223671418,0.00047465134393136416,0.7655950210966113,-4.390938262099908e-06,1.73598440622591e-07,0.849471625021416,0.0,-4.64572428260368e-06,1.2725851644896968,0.5935811166390988,4.2838323310867565e-07,0.0,s273
121,(wfpt.79),0.0072583986116013625,0.003455544063576769,0.03429187405896472,1.7313981009459134e-05,8.144888265726458e-06,0.20072260792489077,0.0,3.169754905552047e-06,1.2888088583617805,0.6715845561846535,2.2289044000034508e-05,0.0,s275
122,(wfpt.8),0.006333344345090515,0.004771290646414646,0.014354871817675252,2.3780825606056766e-05,1.8294304006016837e-05,0.0499900286388444,0.0,1.3532441008767826e-05,1.2469996057763115,0.5123161852382493,2.8542639801232284e-05,0.0,s026
123,(wfpt.80),0.09849753343194682,0.11499392887830392,0.0,0.007359197133521511,0.013751043980763766,0.0,0.0,0.013746279447019338,1.1804392076847676,0.6364240202325573,0.00736399252288511,0.0,s277
124,(wfpt.81),-0.00017329958517795473,-8.87383715087041e-05,0.9442241125148437,-4.914148874712865e-06,6.964022580824292e-09,0.9700444056595592,0.0,-4.931356321513647e-06,1.226917504264512,0.44301826296871893,2.4171384338522728e-08,0.0,s284
125,(wfpt.82),0.006493508637627349,0.004615204584078415,0.01914794983276277,2.142225868206893e-05,1.592596166444249e-05,0.06775959721476306,0.0,1.1152722425689099e-05,1.2430657647389813,0.5004937069346719,2.6195448901367158e-05,0.0,s285
126,(wfpt.83),0.0010963646308727306,-0.0018236896764145254,0.6088975798631869,-3.7008628397394716e-06,5.197878372831255e-06,0.30852804970790476,0.0,1.8532284784544828e-07,1.2516035686319937,0.5342576395555061,1.3123906538181629e-06,0.0,s286
127,(wfpt.84),0.05971867804194074,0.07752815626692885,9.098436826076982e-86,0.001832316724355465,0.004386993506717007,2.5587313885941235e-202,0.0,0.004382241131961617,1.1971618233861943,0.5374535289445524,0.0018370812706457462,0.0,s291
128,(wfpt.85),-0.003136289122280994,-0.0024128951355131822,0.3125218962296296,9.543121504140828e-08,3.7633491541955166e-06,0.3745802121670163,0.0,-1.0099481404513e-06,1.2520216927959793,0.5035256544351603,4.868723233464323e-06,0.0,s294
129,(wfpt.86),0.005668421811846375,0.0063745740740043435,0.009419302678048488,2.7340663816821653e-05,5.592666002851576e-05,0.0006101388376535469,0.0,5.1164976234696624e-05,1.2312848350978798,0.45119995638269283,3.2102461060334875e-05,0.0,s295
130,(wfpt.87),0.00463792509708741,0.0036179339057663715,0.08198242853073973,9.807145694873398e-06,9.868257572875905e-06,0.15343337130351392,0.0,5.0256434471762645e-06,1.24791297214472,0.523039931525236,1.4649736665539592e-05,0.0,s301
131,(wfpt.88),0.0011859675972788596,0.0013916727876379003,0.6227949816213858,-3.706831545047251e-06,1.6799103278453131e-06,0.557794248495591,0.0,-3.210104831508076e-06,1.2396422792319401,0.47455698466583685,1.183186043474116e-06,0.0,s305
132,(wfpt.89),0.0026052325182182624,0.0021995908431493016,0.40262722882609125,-1.4435336064266835e-06,2.829893270273054e-06,0.4435052244473202,0.0,-1.9894166514156097e-06,1.2461370185897191,0.5097386171605433,3.375773684477501e-06,0.0,s307
133,(wfpt.9),0.01181660310833002,0.012363008784794148,0.00011911457600098555,6.653669494083303e-05,0.00010014317226603175,5.150476690686854e-06,0.0,9.532433132863893e-05,1.2577923509627462,0.5741097634353287,7.135567461458159e-05,0.0,s027
134,(wfpt.90),0.015408196638892232,0.013365497503356836,1.1329745654076986e-05,9.228479271861101e-05,9.967211779948748e-05,8.891928606839418e-06,0.0,9.462206513288773e-05,1.2438775425196562,0.5354382544896337,9.733485718976809e-05,0.0,s313
135,(wfpt.91),0.046306160216224364,0.04940385264545431,8.242808488633673e-88,0.0018770261511481534,0.002319035620112264,8.668164089910892e-108,0.0,0.0023142733743419797,1.153330337469165,0.3549319905764856,0.001881790484027257,0.0,s314
136,(wfpt.92),0.00724151845953422,0.00954676758713209,0.004209088957973273,3.474059845931521e-05,7.933111987701302e-05,5.0693580943555215e-05,0.0,7.450053857249728e-05,1.2493870111154073,0.5335289344013686,3.957137184185111e-05,0.0,s326
137,(wfpt.93),-0.0012548161014832252,-0.001352595199268006,0.5886067393848651,-3.4680373710571644e-06,1.7148010063028352e-06,0.5542176360403375,0.0,-3.187199431042842e-06,1.2200798841093075,0.40286481551268405,1.433964442854041e-06,0.0,s328
138,(wfpt.94),0.002268936195922444,0.001951448023527804,0.3916488296237379,-1.2890161023015878e-06,2.9912686257960175e-06,0.43190683850074285,0.0,-1.8513788029306255e-06,1.220173442615701,0.4096250796002179,3.5536286029369535e-06,0.0,s329
139,(wfpt.95),-0.0013354931313076142,-0.0007766800068709362,0.6962826786970473,-4.04601017955919e-06,3.4200041953980076e-07,0.7889518826544752,0.0,-4.431313206376686e-06,1.2529878102098353,0.5020560745533502,7.273016071618343e-07,0.0,s334
140,(wfpt.96),-0.001538500053103943,0.0005476028868569858,0.607818872024158,-3.5161909246461676e-06,1.9834027231713236e-07,0.8384765213547721,0.0,-4.5749740393841165e-06,1.2479862343099286,0.4890009437380103,1.257118333208851e-06,0.0,s336
141,(wfpt.97),0.036789914717477876,0.03704565947241142,2.7905589931451186e-30,0.0006192077131049745,0.00081646748162989,4.217360509064574e-39,0.0,0.0008116980636282412,1.208955348696571,0.4960729986290632,0.000623978049919427,0.0,s339
142,(wfpt.98),0.05759511865516901,0.05853301647473248,3.778182278164437e-74,0.0015743107468987327,0.002304562413258937,2.229469733277653e-107,0.0,0.0022998114373563583,1.1852580503353125,0.49156471647412037,0.0015790651775828835,0.0,s346
143,(wfpt.99),0.023524103248284127,0.019933942840617322,3.9475417626417605e-35,0.0007320218743427365,0.000664942435449567,7.215429208865834e-32,0.0,0.000660126316462506,1.2049933598357234,0.4490731076487538,0.0007368379021522875,0.0,s357
