,index,int_val,log_int_pval,log_int_val,int_pval,rsq_adj,slope_val,log_rsq,log_rsq_adj,log_slope_val,rsq,log_slope_pval,slope_pval,subj_id
114,(wfpt.67),0.5970295833639369,0.0,1.234805585280411,0.0,6.290930504637693e-06,-0.0053177993520329685,4.0487998139604464e-05,6.962685101030708e-06,-0.005287728456993374,3.9625165281331753e-05,0.2718000727142524,0.2755960894337333,s218
115,(wfpt.68),0.7323565236125441,0.0,1.325515401496523,0.0,7.820087105148144e-05,-0.01004281261156531,0.0001390956292005585,0.00011131940050457256,-0.011998061715600434,0.00010597724814898069,0.02524058468616466,0.0507920227614762,s226
116,(wfpt.69),0.701233784980701,0.0,1.2555022981281927,0.0,0.0007178676904158188,0.03367254749717452,0.0004590134932768164,0.00043124692328655456,0.037794974904936426,0.0007456262984969486,4.795889003995881e-05,2.1979537965079978e-07,s233
117,(wfpt.7),0.8207324093562721,0.0,1.3339668838726404,0.0,5.271145466001492e-06,0.005562273310285123,8.096098225829351e-06,-2.0476731761753797e-05,0.0027298819462591153,3.3843239778952316e-05,0.5945175462062203,0.27645216023118796,s017
118,(wfpt.70),0.5406861294378882,0.0,1.2771172197546616,0.0,0.00010640732980804479,-0.013695203977325942,0.00012475294039282492,9.697708487133028e-05,-0.014887119928438943,0.00013418292337097348,0.03407226332865907,0.02795932247479064,s237
119,(wfpt.71),0.7214740345309046,0.0,1.292224104454085,0.0,0.0003470826278352268,0.021272034166371686,0.00013637500035723615,0.0001085994676887081,0.014168314209734805,0.00037485153578753483,0.026709466797239963,0.00023904095143328715,s238
120,(wfpt.72),0.9005543467758735,0.0,1.338877908635199,0.0,0.0002937930787316745,0.01752161769476761,0.00017944807073555502,0.0001516737346076713,0.016387402619146146,0.00032156346699030447,0.011031340405185518,0.0006676028452103559,s244
121,(wfpt.73),1.0158909055217975,0.0,1.3651336797634595,0.0,0.002710712472417498,0.035944138582806345,0.0014017297073189994,0.001373195882411249,0.022837950100621056,0.0027392072661981404,2.444775340649493e-12,1.1506092217624986e-22,s254
122,(wfpt.74),0.7352138870776994,0.0,1.2870948666251594,0.0,-2.370715593214001e-05,-0.0022314223722097316,1.8096118292620922e-05,-1.0486226184713843e-05,0.004610375534734957,4.8657663559437125e-06,0.4262177575561803,0.6798541398231756,s259
123,(wfpt.75),0.9011400044563826,0.0,1.3546069736577426,0.0,-2.6730261187379867e-05,-0.0013709055291427287,7.723731954012436e-08,-2.849582179131893e-05,-0.00031789496572177424,1.8427474776094854e-06,0.9585354880968501,0.7995326472081736,s262
124,(wfpt.76),0.47751667860293184,0.0,1.174369561994176,0.0,0.0016728099273893848,0.03585718443284076,0.002030022431135259,0.002001860623488838,0.03524894174131861,0.00170093261225579,2.1410895756831986e-17,7.623186653577335e-15,s265
125,(wfpt.77),0.7850284943738931,0.0,1.2948717295018823,0.0,-1.0494080435741182e-05,0.0039103637504967655,3.828184152265823e-05,9.24863444540236e-06,0.005386441131953832,1.8492571179806738e-05,0.25085976314793007,0.4244528835038188,s269
126,(wfpt.78),0.9977989567696851,0.0,1.3739678881613921,0.0,0.00044023674234749954,0.01627059040104362,0.0002515867338359623,0.00022381440167118516,0.010282340084609822,0.0004680030626136311,0.0026160042865431654,4.04344983338874e-05,s273
127,(wfpt.79),0.8362413113151996,0.0,1.3178149415042977,0.0,-1.596788576629926e-05,0.003108732599575033,1.8592592666788477e-05,-9.207062817040423e-06,0.004148601279790831,1.1811107202608362e-05,0.41347341211744215,0.5143671171802872,s275
128,(wfpt.8),0.7616596046624255,0.0,1.3074684648069321,0.0,0.0004557818370702904,0.021030483668687153,0.00013192620750690498,0.00010415055125390094,0.01166879882025084,0.00048354772551617575,0.02930975623746763,3.0112303210232837e-05,s026
129,(wfpt.80),0.7804045508177752,0.0,1.3166880520970803,0.0,7.051054273743418e-05,0.009314719594552138,1.7030301373233137e-05,-1.0752405533720477e-05,0.00399724291238741,9.828713346105022e-05,0.43367236107067153,0.05996815937036494,s277
130,(wfpt.81),1.0090175934163428,0.0,1.3752402334518214,0.0,-2.7287009476628654e-05,0.001152673660217391,1.249363061894826e-07,-2.8452204123841085e-05,0.0004241143568300972,1.2860150957472172e-06,0.9472824110055182,0.83199052829969,s284
131,(wfpt.82),0.6464579145683426,0.0,1.235625479683911,0.0,0.00039923757604909405,0.0200638049379259,0.0006229616880437661,0.0005943958158610707,0.02356787723478654,0.0004277984138566504,3.024748673213932e-06,0.00010894047062484245,s285
132,(wfpt.83),0.4752447664089157,0.0,1.128066497026722,0.0,0.00464586336291406,0.05586764377158307,0.006000617553224452,0.005970725531979748,0.05915300315343342,0.004675576313648011,1.9499363608812808e-45,5.151116126691651e-36,s286
133,(wfpt.84),0.5749035170356124,0.0,1.201440867573669,0.0,1.5361257555635e-05,0.005634930198694178,2.498807490802779e-05,-5.645598833092791e-06,0.004055546002062941,4.566474065337278e-05,0.36644526093046415,0.2196193555274048,s291
134,(wfpt.85),0.6137007915067987,0.0,1.2602716002274132,0.0,0.0007564872388965416,0.027735889659391468,0.0004036088723101683,0.0003758407632171723,0.02023324072005591,0.0007842447741825964,0.0001378103582199612,1.0706021873137591e-07,s294
135,(wfpt.86),0.41795469878810404,0.0,1.1825071501063622,0.0,-2.8376865628398917e-05,0.0015208360386186615,8.602566614168694e-06,-2.2182502420031724e-05,0.0028796686316099013,2.3941850767483785e-06,0.5970723860453064,0.7802941735913649,s295
136,(wfpt.87),0.669242954369129,0.0,1.2734100265284691,0.0,0.00029115644611021896,0.01903615411057187,0.0003011166309484503,0.0002733456746906171,0.019457879804249133,0.00031892690761070597,0.0009927290968003584,0.0007025825057937404,s301
137,(wfpt.88),0.7233426525974923,0.0,1.3024491733842576,0.0,-1.460296301658559e-05,-0.0039325646415507235,2.5599442239343517e-06,-2.521930573595732e-05,-0.0018049726493604302,1.317599203665143e-05,0.7614593187028085,0.4910128950334691,s305
138,(wfpt.89),0.5799873903858562,0.0,1.2537526538719814,0.0,-2.6075270469938516e-05,-0.001502331101910036,1.8927602000839983e-05,-9.24246595790379e-06,0.004825261182289974,2.095271665725207e-06,0.41239382098677135,0.7850673524257183,s307
139,(wfpt.9),0.7878929347033269,0.0,1.3153215208475004,0.0,5.484848261461117e-05,0.00869071105040993,3.0075887761604747e-05,2.2943151630760994e-06,0.005928790470778992,8.262550840754113e-05,0.29812719050056774,0.08458967809509221,s027
140,(wfpt.90),0.8465364530420462,0.0,1.2974751328221963,0.0,8.678629492919754e-05,0.011037040906392499,0.0002662293471095145,0.0002372355890789546,0.018143495702887306,0.00011577012674190978,0.0024454796930306953,0.0456622388754572,s313
141,(wfpt.91),0.8586064143441549,0.0,1.3187247678772165,0.0,-9.345366181578996e-06,-0.004509409134421865,1.3607006306814995e-05,-1.674988610678163e-05,-0.004267610951614676,2.0958865624476353e-05,0.5031792520565226,0.4056215711895642,s314
142,(wfpt.92),1.018613564704997,0.0,1.3703494527889515,0.0,-7.481759745520122e-06,0.0037970048614734326,2.4611205225233412e-05,-5.267347087389851e-06,0.003928284273994486,2.237010095962333e-05,0.3641047683853015,0.38668183698130787,s326
143,(wfpt.93),0.6111067366099779,0.0,1.2805856007607939,0.0,8.529262104317592e-05,-0.009864434089130281,2.856123787231546e-05,3.890604174383583e-07,-0.005331567255872847,0.00011346002596668292,0.31399864927648824,0.044756911412701335,s328
144,(wfpt.94),1.0190372670210381,0.0,1.389104820099068,0.0,-1.216740134091232e-05,0.0033704859809506474,6.785694049993296e-07,-2.710073281830816e-05,-0.0007603414746003602,1.5611486055999713e-05,0.8758038171819562,0.45346402846500233,s329
145,(wfpt.95),0.8685916956811331,0.0,1.3198394825894593,0.0,-6.234958251027933e-06,0.004426276059478974,4.66000490587648e-05,1.758730026435451e-05,0.006761036949319563,2.2751569908052716e-05,0.20503645973131363,0.375652436629217,s334
146,(wfpt.96),0.4162065276629324,0.0,1.1987389987708907,0.0,9.96366073795496e-05,0.011925758532880292,0.00015961500757410985,0.00013104650694562014,0.013855802630171792,0.00012820600545937477,0.01809868116542027,0.03415001955183,s336
147,(wfpt.97),0.8584833408800331,0.0,1.3276036678039098,0.0,5.800353780138767e-05,0.008684521719934923,8.701874994876402e-05,5.884583827153733e-05,0.008529754577054861,8.617171145319791e-05,0.07884453665182257,0.08029046941475464,s339
148,(wfpt.98),0.7152796456078319,0.0,1.289867029004383,0.0,5.623290821821225e-05,-0.007644135149832747,1.4658347229357105e-06,-2.6336615626343374e-05,0.0010263073369138824,8.400989555379379e-05,0.8183919639240915,0.08202706325629967,s346
149,(wfpt.99),0.8271677450275902,0.0,1.3419395776265837,0.0,-8.060924959085725e-06,-0.005127928909326221,0.00013113390991881246,0.00010335514495551923,-0.016062309169449642,1.971784836585222e-05,0.02980892545298261,0.39951013384091827,s357
