,index,rsq,log_slope_val,log_int_pval,int_pval,log_rsq,log_int_val,slope_pval,log_rsq_adj,log_slope_pval,rsq_adj,slope_val,int_val,subj_id
101,(wfpt.54),1.1567389012201446e-06,-0.0018179242369222807,0.0,0.0,4.251233939212007e-06,1.2919800590718564,0.6159591557566186,-3.5186556535116154e-07,0.3365432986697008,-3.4409992080153273e-06,-0.0009730178851890389,0.7202252647600166,s182
102,(wfpt.55),0.0033721076319140897,0.025438872724633903,0.0,0.0,0.0006964867526219054,1.2520498473482928,2.944574650591118e-163,0.0006919338888644599,3.9798083792859464e-35,0.0033675671445640987,0.05316348694403847,0.6050263064927559,s184
103,(wfpt.56),4.188974418006808e-06,0.001359085875452708,0.0,0.0,1.7526371063336654e-06,1.2811615685418218,0.33926999720105,-2.8375639327116176e-06,0.5366306945000607,-3.982044138872709e-07,0.0020062667835283317,0.6942586236008212,s187
104,(wfpt.57),0.0012250324662442802,0.01611635079996626,0.0,0.0,0.00024748347520631153,1.2652589457028638,1.3396337522621296e-60,0.00024293893901594643,1.5941280490642178e-13,0.0012204925387561127,0.0337260735255215,0.6189076674128329,s190
105,(wfpt.58),0.0006028767450658723,0.0086962853092975,0.0,0.0,6.11632401460449e-05,1.2740300956077173,1.0668783317481397e-30,5.661789833011355e-05,0.0002442493443396678,0.0005983339895714312,0.025648258206475705,0.6278350701314094,s192
106,(wfpt.59),1.1636343797416515e-06,-0.0010323295031417622,0.0,0.0,2.564213843925245e-06,0.9940884680931581,0.6198304752661252,-2.1960466181081273e-06,0.46298488527709014,-3.5645372169490486e-06,0.0008286992865478148,-0.19616998935579405,s196
107,(wfpt.6),1.6202195102232864e-05,-0.005151313267930564,0.0,0.0,2.6364041413873274e-05,1.2501392466099674,0.05902853546238277,2.18186033994483e-05,0.016025987101435633,1.1656772881063482e-05,-0.003973781536187486,0.5044871081669479,s015
108,(wfpt.60),8.599785726792764e-05,0.0026402831535455897,0.0,0.0,7.148231143672135e-06,1.3527532573840828,1.4917002554079188e-05,2.559592456652382e-06,0.21198738264894268,8.141105370951252e-05,0.008398350424514428,0.9314183968904759,s198
109,(wfpt.61),0.0003354083284025089,0.0072677960858372965,0.0,0.0,5.44166587213013e-05,1.2512473292635216,8.638657055324479e-18,4.9871327560735423e-05,0.000540164678987809,0.00033086435713158835,0.017316387545083974,0.5345657383669538,s205
110,(wfpt.62),0.00026262402304411125,0.011041628949448644,0.0,0.0,0.0001441521351426278,1.2275120040527092,3.34295104732057e-14,0.0001395863122953811,1.92413729031699e-08,0.00025805897050501514,0.012656722837388498,0.4750925311728113,s206
111,(wfpt.63),0.00030909681327384586,0.009092581074160657,0.0,0.0,7.604397873739455e-05,1.2594258649438195,1.6258287599201714e-16,7.149878720658087e-05,4.309483974971674e-05,0.00030455272240403897,0.017357407209176928,0.5750910952924442,s207
112,(wfpt.64),0.0002575709607454124,0.022406293838334694,0.0,0.0,0.0006799713210635661,1.1714494144237961,5.1484567717566134e-14,0.0006754277594487323,2.115172585158801e-34,0.00025302663566495465,0.014476990781545358,0.3735614675990312,s209
113,(wfpt.65),0.0003144125409104692,0.014201687175920083,0.0,0.0,0.0001690311604569672,1.33643404216081,4.794736446028418e-16,0.0001642586064757312,2.6652829475676674e-09,0.0003096407264422396,0.017175609790343122,0.8888975384709293,s212
114,(wfpt.66),1.6576971755277725e-06,0.005874652779657231,0.0,0.0,3.907817898363142e-05,1.2031755992499487,0.5459132520935619,3.453164143529808e-05,0.003370938755457012,-2.8877911575353465e-06,0.001231471857877588,0.4492184820475857,s216
